,time,open,high,low,close,vwap,volume,count
0,2020-05-10 18:00:00,0.17961,0.18053,0.1713,0.17936,0.17579,537587.82014418,259.0
1,2020-05-10 22:00:00,0.18003,0.18551,0.17929,0.18121,0.18203,236057.30162335,123.0
2,2020-05-11 02:00:00,0.18164,0.1847,0.1803,0.18198,0.18195,24822.93266569,23.0
3,2020-05-11 06:00:00,0.18198,0.18198,0.17548,0.17813,0.17706,94857.57894929,63.0
4,2020-05-11 10:00:00,0.17813,0.1823,0.17471,0.18157,0.17975,166677.75533382,73.0
5,2020-05-11 14:00:00,0.18157,0.18341,0.17733,0.18027,0.18091,186835.04614492,97.0
6,2020-05-11 18:00:00,0.18137,0.18143,0.1655,0.173,0.17102,326530.5523158,307.0
7,2020-05-11 22:00:00,0.17489,0.17489,0.17036,0.17036,0.17244,43721.91776481,59.0
8,2020-05-12 02:00:00,0.17044,0.17337,0.17044,0.17337,0.17164,902.50478151,5.0
9,2020-05-12 06:00:00,0.1732,0.18003,0.1731,0.17784,0.17907,328263.63829029,173.0
10,2020-05-12 10:00:00,0.17784,0.19232,0.17784,0.18859,0.18657,298757.43527161,213.0
11,2020-05-12 14:00:00,0.18888,0.19067,0.18379,0.18711,0.18713,118679.25035793,97.0
12,2020-05-12 18:00:00,0.18711,0.19114,0.18581,0.19006,0.18831,46844.52323696,68.0
13,2020-05-12 22:00:00,0.18919,0.19116,0.18496,0.19116,0.18983,231491.63086806,112.0
14,2020-05-13 02:00:00,0.19121,0.19435,0.18847,0.19229,0.19119,41206.43337146,52.0
15,2020-05-13 06:00:00,0.19116,0.19116,0.18461,0.18496,0.18713,105114.82070581,56.0
16,2020-05-13 10:00:00,0.18422,0.18618,0.183,0.18475,0.18501,101725.98795914,90.0
17,2020-05-13 14:00:00,0.18545,0.18985,0.1847,0.1897,0.18763,37222.87825124,63.0
18,2020-05-13 18:00:00,0.19006,0.19101,0.18585,0.18812,0.18618,138081.0944569,86.0
19,2020-05-13 22:00:00,0.18812,0.19128,0.18739,0.18843,0.1899,118777.54332637,94.0
20,2020-05-14 02:00:00,0.18749,0.18811,0.18749,0.18811,0.18783,305.858218,5.0
21,2020-05-14 06:00:00,0.18983,0.19275,0.18773,0.18973,0.19074,84028.9354245,80.0
22,2020-05-14 10:00:00,0.19,0.19251,0.18802,0.18879,0.18928,173740.21935648,105.0
23,2020-05-14 14:00:00,0.18879,0.18953,0.18534,0.18636,0.18776,98493.68592711,71.0
24,2020-05-14 18:00:00,0.18559,0.18831,0.18233,0.18831,0.18492,84044.91726008,74.0
25,2020-05-14 22:00:00,0.18836,0.18836,0.18549,0.18599,0.1866,59416.83613543,42.0
