,time,open,high,low,close,vwap,volume,count
0,2020-08-08 23:00:00,0.86199,0.86281,0.86199,0.86281,0.86228,3154.00465522,5.0
1,2020-08-09 00:00:00,0.86281,0.8645,0.86281,0.8645,0.86356,7567.94803093,16.0
2,2020-08-09 01:00:00,0.8645,0.8649,0.8644,0.86444,0.86462,1292.64868532,9.0
3,2020-08-09 02:00:00,0.8638,0.8638,0.86319,0.86319,0.86363,1824.00765719,6.0
4,2020-08-09 03:00:00,0.86366,0.86388,0.86348,0.86348,0.86373,1359.02138305,12.0
5,2020-08-09 04:00:00,0.86348,0.86384,0.86348,0.86384,0.86359,47.93928152,2.0
6,2020-08-09 05:00:00,0.86384,0.86395,0.86384,0.86395,0.86395,580.0,1.0
7,2020-08-09 06:00:00,0.86395,0.86395,0.8634,0.8634,0.8634,16.0,4.0
8,2020-08-09 07:00:00,0.8634,0.86423,0.8634,0.86423,0.86419,365.52035832,2.0
9,2020-08-09 08:00:00,0.8643,0.86442,0.8643,0.86442,0.86434,1247.12162995,6.0
10,2020-08-09 09:00:00,0.86442,0.86442,0.86304,0.86304,0.86317,151.34929518,2.0
11,2020-08-09 10:00:00,0.86304,0.86376,0.86304,0.86376,0.86376,120.54332221,1.0
12,2020-08-09 11:00:00,0.86376,0.86376,0.86215,0.86244,0.86255,7799.70329792,34.0
13,2020-08-09 12:00:00,0.86244,0.8632,0.86244,0.86317,0.86301,2222.59632614,12.0
14,2020-08-09 13:00:00,0.86289,0.86336,0.86258,0.86267,0.86288,2413.77870287,13.0
15,2020-08-09 14:00:00,0.86267,0.86349,0.86267,0.86349,0.86339,2316.41614227,6.0
16,2020-08-09 15:00:00,0.86349,0.86349,0.86221,0.86291,0.86262,3532.49018734,16.0
17,2020-08-09 16:00:00,0.86291,0.8645,0.86241,0.86241,0.86323,19044.08847837,48.0
18,2020-08-09 17:00:00,0.86241,0.86456,0.86229,0.86456,0.86385,2773.67539396,16.0
19,2020-08-09 18:00:00,0.86456,0.86501,0.86292,0.86358,0.86466,9564.42219675,21.0
20,2020-08-09 19:00:00,0.86358,0.86437,0.86328,0.86328,0.86389,3917.08167576,19.0
21,2020-08-09 20:00:00,0.86234,0.86339,0.86234,0.86287,0.86296,957.09704076,8.0
22,2020-08-09 21:00:00,0.86287,0.86419,0.86241,0.86418,0.86404,1056.36916626,11.0
23,2020-08-09 22:00:00,0.86418,0.8642,0.86272,0.86272,0.86362,81.25488152,3.0
24,2020-08-09 23:00:00,0.86272,0.86365,0.86243,0.86289,0.86279,1354.36311085,8.0
