,time,open,high,low,close,vwap,volume,count
0,2020-05-10 18:00:00,174.56,175.39,166.31,171.57,170.3,26149.19148997,4193.0
1,2020-05-10 22:00:00,171.51,176.4,171.2,173.94,173.75,12411.60206492,2211.0
2,2020-05-11 02:00:00,173.61,176.5,173.49,174.5,174.91,2449.44471046,501.0
3,2020-05-11 06:00:00,174.2,174.51,171.55,173.12,173.33,2962.71707875,857.0
4,2020-05-11 10:00:00,173.21,176.08,170.14,175.24,172.4,21966.82996315,3295.0
5,2020-05-11 14:00:00,175.26,179.28,172.42,174.69,175.51,20265.26181132,3634.0
6,2020-05-11 18:00:00,174.76,175.3,163.61,173.57,169.39,48406.77990846,6857.0
7,2020-05-11 22:00:00,173.6,174.5,170.09,172.19,172.52,8762.03578683,1626.0
8,2020-05-12 02:00:00,172.2,175.4,172.14,174.67,174.19,4130.84627904,570.0
9,2020-05-12 06:00:00,174.63,175.3,173.2,174.29,174.49,4824.95815448,834.0
10,2020-05-12 10:00:00,174.29,176.95,173.99,176.58,175.92,11282.36326451,1706.0
11,2020-05-12 14:00:00,176.59,177.5,173.81,176.23,175.96,9350.81825579,1720.0
12,2020-05-12 18:00:00,176.23,177.49,175.18,175.18,176.42,9291.96478997,1491.0
13,2020-05-12 22:00:00,175.24,175.88,172.33,175.14,174.13,3522.51442703,1060.0
14,2020-05-13 02:00:00,175.3,176.52,175.1,175.89,175.94,1469.71049982,243.0
15,2020-05-13 06:00:00,176.0,176.06,175.13,175.42,175.61,1563.73395056,491.0
16,2020-05-13 10:00:00,175.43,176.28,174.12,175.92,175.58,5048.31029474,1196.0
17,2020-05-13 14:00:00,175.92,183.61,175.73,183.2,180.08,20579.42858146,3513.0
18,2020-05-13 18:00:00,183.2,184.0,180.62,182.59,182.02,10554.55939063,1655.0
19,2020-05-13 22:00:00,182.46,186.0,182.24,184.8,184.25,8883.27376149,1915.0
20,2020-05-14 02:00:00,184.79,185.98,182.21,184.5,183.93,1606.25667853,401.0
21,2020-05-14 06:00:00,184.04,186.23,181.34,185.45,184.43,7149.34913628,1375.0
22,2020-05-14 10:00:00,185.46,191.0,184.32,187.62,187.77,18341.53350792,3992.0
23,2020-05-14 14:00:00,187.74,188.0,186.12,187.67,187.09,5454.20467148,1370.0
