,time,open,high,low,close,vwap,volume,count
0,2020-08-08 23:00:00,9934.8,9990.0,9934.4,9976.9,9967.7,157.90353266,1278.0
1,2020-08-09 00:00:00,9976.9,9990.0,9947.5,9967.2,9976.8,60.94363442,944.0
2,2020-08-09 01:00:00,9967.2,9983.4,9920.5,9983.4,9954.4,42.15328563,729.0
3,2020-08-09 02:00:00,9983.4,10005.0,9971.0,9988.4,9997.9,197.21876532,943.0
4,2020-08-09 03:00:00,9988.4,9988.4,9914.3,9937.6,9946.4,26.80856136,546.0
5,2020-08-09 04:00:00,9937.6,9961.4,9929.0,9948.9,9944.7,13.38029981,349.0
6,2020-08-09 05:00:00,9948.9,9992.5,9936.8,9963.8,9967.3,10.73527772,313.0
7,2020-08-09 06:00:00,9963.8,9970.9,9929.0,9930.1,9949.7,20.24017072,439.0
8,2020-08-09 07:00:00,9930.1,9949.3,9900.0,9900.1,9919.5,59.94162161,613.0
9,2020-08-09 08:00:00,9900.1,9932.6,9891.3,9914.4,9912.8,36.72868831,631.0
10,2020-08-09 09:00:00,9914.4,9947.0,9914.3,9944.4,9937.1,42.6244254,686.0
11,2020-08-09 10:00:00,9944.3,9955.9,9918.0,9926.4,9931.2,47.7157414,862.0
12,2020-08-09 11:00:00,9926.4,9949.9,9880.0,9903.4,9914.0,106.59755347,1308.0
13,2020-08-09 12:00:00,9903.4,9920.2,9891.0,9920.2,9906.9,66.20859413,909.0
14,2020-08-09 13:00:00,9920.2,9945.8,9915.4,9928.4,9932.0,62.83092894,1029.0
15,2020-08-09 14:00:00,9927.8,9927.9,9892.0,9903.0,9905.2,55.5056041,1030.0
16,2020-08-09 15:00:00,9903.0,9926.2,9872.0,9879.3,9890.3,87.5719916,1187.0
17,2020-08-09 16:00:00,9875.7,9889.7,9690.0,9823.6,9810.4,1118.24699068,2788.0
18,2020-08-09 17:00:00,9823.7,9853.3,9802.4,9831.6,9837.1,95.93483345,1306.0
19,2020-08-09 18:00:00,9831.6,9873.3,9830.0,9839.1,9857.1,88.56988136,1286.0
20,2020-08-09 19:00:00,9839.1,9852.3,9789.1,9794.7,9821.2,96.79225652,1396.0
21,2020-08-09 20:00:00,9794.7,9888.8,9794.6,9880.3,9852.5,94.81004356,1412.0
22,2020-08-09 21:00:00,9878.8,9895.0,9875.9,9876.6,9885.2,57.31356643,1085.0
